22
l_orderkey|l_partkey|l_suppkey|l_linenumber|l_quantity|l_extendedprice|l_discount|l_tax|l_returnflag|l_linestatus|l_shipdate|l_commitdate|l_receiptdate|l_shipinstruct|l_shipmode|l_comment|q3_annot|q10_annot|q18_annot|q8_annot|q9_annot1|q9_annot2|
135|596|15|2|21.00|31428.39|0.00|0.07|N|O|1996-02-11|1996-01-12|1996-02-13|DELIVER IN PERSON|SHIP| deposits believe. furiously regular p|31428|0|0|31428|31428|21|
135|473|30|3|33.00|45324.51|0.02|0.00|N|O|1996-01-03|1995-11-21|1996-02-01|TAKE BACK RETURN|MAIL|ptotes boost slowly care|44418|0|0|44418|44418|33|
135|202|6|4|34.00|37474.80|0.02|0.03|N|O|1996-01-12|1996-01-19|1996-02-05|NONE|TRUCK|counts doze against the blithely ironi|36725|0|0|36725|36725|34|
135|409|30|5|20.00|26188.00|0.01|0.04|N|O|1996-01-25|1995-11-20|1996-02-09|NONE|MAIL|theodolites. quickly p|25926|0|0|25926|25926|20|
135|345|10|6|13.00|16189.42|0.04|0.02|N|O|1995-11-12|1995-12-22|1995-11-17|NONE|FOB|nal ideas. final instr|15542|0|0|15542|15542|13|
160|45|2|1|36.00|34021.44|0.07|0.01|N|O|1997-03-11|1997-03-11|1997-03-20|COLLECT COD|MAIL|old, ironic deposits are quickly abov|31640|0|0|31640|31640|36|
160|260|6|2|22.00|25525.72|0.00|0.04|N|O|1997-02-18|1997-03-05|1997-03-05|COLLECT COD|RAIL|ncies about the request|25526|0|0|25526|25526|22|
160|61|20|3|34.00|32676.04|0.01|0.05|N|O|1997-01-31|1997-03-13|1997-02-14|NONE|FOB|st sleep even gifts. dependencies along|32349|0|0|32349|32349|34|
161|309|1|1|19.00|22976.70|0.01|0.01|A|F|1994-12-13|1994-11-19|1994-12-26|DELIVER IN PERSON|TRUCK|, regular sheaves sleep along|0|0|0|22747|22747|19|
162|568|19|1|2.00|2937.12|0.02|0.01|N|O|1995-09-02|1995-06-17|1995-09-08|COLLECT COD|FOB|es! final somas integrate|2878|0|0|2878|2878|2|
163|503|3|1|43.00|60350.50|0.01|0.00|N|O|1997-09-19|1997-11-19|1997-10-03|COLLECT COD|REG AIR|al, bold dependencies wake. iron|59747|0|0|59747|59747|43|
163|363|4|2|13.00|16423.68|0.01|0.04|N|O|1997-11-11|1997-10-18|1997-12-07|DELIVER IN PERSON|TRUCK|inal requests. even pinto beans hag|16259|0|0|16259|16259|13|
163|111|2|3|27.00|27299.97|0.04|0.08|N|O|1997-12-26|1997-11-28|1998-01-05|COLLECT COD|REG AIR|ously express dependen|26208|0|0|26208|26208|27|
163|578|5|4|5.00|7392.85|0.02|0.00|N|O|1997-11-17|1997-10-09|1997-12-05|DELIVER IN PERSON|TRUCK| must belie|7245|0|0|7245|7245|5|
163|379|9|5|12.00|15352.44|0.10|0.00|N|O|1997-12-18|1997-10-26|1997-12-22|COLLECT COD|TRUCK|ly blithe accounts cajole |13817|0|0|13817|13817|12|
163|573|26|6|20.00|29471.40|0.00|0.07|N|O|1997-09-27|1997-11-15|1997-10-07|TAKE BACK RETURN|FOB|tructions integrate b|29471|0|0|29471|29471|20|
164|274|21|1|26.00|30531.02|0.09|0.04|A|F|1993-01-04|1992-11-21|1993-01-07|NONE|RAIL|s. blithely special courts are blithel|0|0|0|27783|27783|26|
164|56|13|2|24.00|22945.20|0.05|0.05|R|F|1992-12-22|1992-11-27|1993-01-06|NONE|AIR|side of the slyly unusual theodolites. f|0|21798|0|21798|21798|24|
164|377|15|3|38.00|48540.06|0.03|0.06|R|F|1992-12-04|1992-11-23|1993-01-02|TAKE BACK RETURN|AIR|counts cajole fluffily regular packages. b|0|47084|0|47084|47084|38|
164|53|2|4|32.00|30497.60|0.05|0.01|R|F|1992-12-21|1992-12-23|1992-12-28|COLLECT COD|RAIL|ts wake again|0|28973|0|28973|28973|32|
164|443|6|5|43.00|57767.92|0.06|0.01|R|F|1992-11-26|1993-01-03|1992-12-08|COLLECT COD|RAIL|y carefully regular dep|0|54302|0|54302|54302|43|
164|327|28|6|27.00|33137.64|0.10|0.04|R|F|1992-12-23|1993-01-16|1993-01-10|DELIVER IN PERSON|AIR|ayers wake carefully a|0|29824|0|29824|29824|27|
164|10|18|7|23.00|20930.23|0.09|0.04|A|F|1992-11-03|1992-12-02|1992-11-12|NONE|REG AIR|ress packages haggle ideas. blithely spec|0|0|0|19047|19047|23|
165|100|1|1|3.00|3000.30|0.01|0.08|R|F|1993-03-29|1993-03-06|1993-04-12|DELIVER IN PERSON|REG AIR|riously requests. depos|0|2970|0|2970|2970|3|
165|485|15|2|43.00|59575.64|0.08|0.05|R|F|1993-02-27|1993-04-19|1993-03-03|DELIVER IN PERSON|TRUCK|jole slyly according |0|54810|0|54810|54810|43|
165|176|3|3|15.00|16142.55|0.00|0.05|R|F|1993-04-10|1993-03-29|1993-05-01|COLLECT COD|SHIP| bold packages mainta|0|16143|0|16143|16143|15|
165|418|9|4|49.00|64602.09|0.07|0.06|A|F|1993-02-20|1993-04-02|1993-03-10|COLLECT COD|REG AIR|uses sleep slyly ruthlessly regular a|0|0|0|60080|60080|49|
165|466|9|5|27.00|36894.42|0.01|0.04|R|F|1993-04-27|1993-03-04|1993-05-13|NONE|MAIL|around the ironic, even orb|0|36525|0|36525|36525|27|
166|195|12|1|37.00|40522.03|0.09|0.03|N|O|1995-11-16|1995-10-17|1995-12-13|NONE|MAIL|lar frays wake blithely a|36875|0|0|36875|36875|37|
166|500|21|2|13.00|18206.50|0.09|0.05|N|O|1995-11-09|1995-11-18|1995-11-14|COLLECT COD|SHIP|fully above the blithely fina|16568|0|0|16568|16568|13|
166|299|16|3|41.00|49170.89|0.07|0.03|N|O|1995-11-13|1995-11-07|1995-12-08|COLLECT COD|FOB|hily along the blithely pending fo|45729|0|0|45729|45729|41|
166|136|28|4|8.00|8289.04|0.05|0.02|N|O|1995-12-30|1995-11-29|1996-01-29|DELIVER IN PERSON|RAIL|e carefully bold |7875|0|0|7875|7875|8|
167|304|5|1|28.00|33720.40|0.06|0.01|R|F|1993-02-19|1993-02-16|1993-03-03|DELIVER IN PERSON|TRUCK|sly during the u|0|31697|0|31697|31697|28|
167|515|30|2|27.00|38218.77|0.09|0.00|R|F|1993-05-01|1993-03-31|1993-05-31|TAKE BACK RETURN|FOB|eans affix furiously-- packages|0|34779|0|34779|34779|27|
192|292|25|1|23.00|27422.67|0.00|0.00|N|O|1998-02-05|1998-02-06|1998-03-07|TAKE BACK RETURN|AIR|ly pending theodolites haggle quickly fluf|27423|0|0|27423|27423|23|
192|485|15|2|20.00|27709.60|0.07|0.01|N|O|1998-03-13|1998-02-02|1998-03-31|TAKE BACK RETURN|REG AIR|tes. carefu|25770|0|0|25770|25770|20|
192|331|8|3|15.00|18469.95|0.09|0.01|N|O|1998-01-30|1998-02-10|1998-02-23|TAKE BACK RETURN|TRUCK|he ironic requests haggle about|16808|0|0|16808|16808|15|
192|590|9|4|2.00|2981.18|0.06|0.02|N|O|1998-03-06|1998-02-03|1998-03-24|COLLECT COD|SHIP|s. dependencies nag furiously alongside|2802|0|0|2802|2802|2|
192|249|10|5|25.00|28731.00|0.02|0.03|N|O|1998-02-15|1998-01-11|1998-03-17|COLLECT COD|TRUCK|. carefully regular|28156|0|0|28156|28156|25|
192|424|26|6|45.00|59598.90|0.00|0.05|N|O|1998-03-11|1998-01-09|1998-04-03|NONE|MAIL|equests. ideas sleep idea|59599|0|0|59599|59599|45|
193|278|25|1|9.00|10604.43|0.06|0.06|A|F|1993-09-17|1993-10-08|1993-09-30|COLLECT COD|TRUCK|against the fluffily regular d|0|0|0|9968|9968|9|
193|462|19|2|15.00|20436.90|0.02|0.07|R|F|1993-11-22|1993-10-09|1993-12-05|TAKE BACK RETURN|SHIP|ffily. regular packages d|0|20028|0|20028|20028|15|
193|282|29|3|23.00|27192.44|0.06|0.05|A|F|1993-08-21|1993-10-11|1993-09-02|DELIVER IN PERSON|TRUCK|ly even accounts wake blithely bold|0|0|0|25561|25561|23|
194|8|16|1|17.00|15436.00|0.05|0.04|R|F|1992-05-24|1992-05-22|1992-05-30|COLLECT COD|AIR| regular deposi|0|14664|0|14664|14664|17|
194|551|7|2|1.00|1451.55|0.04|0.06|R|F|1992-04-30|1992-05-18|1992-05-23|NONE|REG AIR| regular theodolites. regular, iron|0|1393|0|1393|1393|1|
194|198|28|3|13.00|14276.47|0.08|0.08|A|F|1992-05-07|1992-06-18|1992-05-10|NONE|AIR|about the blit|0|0|0|13134|13134|13|
194|436|17|4|36.00|48111.48|0.00|0.05|R|F|1992-05-21|1992-05-18|1992-05-27|TAKE BACK RETURN|RAIL|pecial packages wake after the slyly r|0|48111|0|48111|48111|36|
194|169|14|5|8.00|8553.28|0.04|0.00|R|F|1992-07-06|1992-06-25|1992-07-11|COLLECT COD|FOB|uriously unusual excuses|0|8211|0|8211|8211|8|
194|447|19|6|16.00|21559.04|0.06|0.03|A|F|1992-05-14|1992-06-14|1992-05-21|TAKE BACK RETURN|TRUCK|y regular requests. furious|0|0|0|20265|20265|16|
194|504|18|7|21.00|29494.50|0.02|0.01|R|F|1992-05-06|1992-05-20|1992-05-07|COLLECT COD|REG AIR|accounts detect quickly dogged |0|28905|0|28905|28905|21|
195|254|15|1|6.00|6925.50|0.04|0.02|A|F|1994-01-09|1994-03-27|1994-01-28|COLLECT COD|REG AIR|y, even deposits haggle carefully. bli|0|0|0|6648|6648|6|
195|282|1|2|41.00|48473.48|0.05|0.07|A|F|1994-02-24|1994-02-11|1994-03-20|NONE|TRUCK|rts detect in place of t|0|0|0|46050|46050|41|
195|257|3|3|34.00|39346.50|0.08|0.08|R|F|1994-01-31|1994-02-11|1994-02-12|NONE|TRUCK| cajole furiously bold i|0|36199|0|36199|36199|34|
195|257|3|4|41.00|47447.25|0.06|0.04|R|F|1994-03-14|1994-03-13|1994-04-09|COLLECT COD|RAIL|ggle fluffily foxes. fluffily ironic ex|0|44600|0|44600|44600|41|
196|406|27|1|19.00|24821.60|0.03|0.02|R|F|1993-04-17|1993-05-27|1993-04-30|NONE|SHIP|sts maintain foxes. furiously regular p|0|24077|0|24077|24077|19|
196|30|8|2|15.00|13950.45|0.03|0.04|A|F|1993-07-05|1993-05-08|1993-07-06|TAKE BACK RETURN|SHIP|s accounts. furio|0|0|0|13532|13532|15|
197|296|13|1|39.00|46655.31|0.02|0.04|N|O|1995-07-21|1995-07-01|1995-08-14|TAKE BACK RETURN|AIR|press accounts. daringly sp|45722|0|0|45722|45722|39|
197|532|17|2|8.00|11460.24|0.09|0.02|A|F|1995-04-17|1995-07-01|1995-04-27|DELIVER IN PERSON|SHIP|y blithely even deposits. blithely fina|10429|0|0|10429|10429|8|
197|468|11|3|17.00|23263.82|0.06|0.02|N|O|1995-08-02|1995-06-23|1995-08-03|COLLECT COD|REG AIR|ts. careful|21868|0|0|21868|21868|17|
197|54|11|4|25.00|23851.25|0.04|0.01|N|F|1995-06-13|1995-05-23|1995-06-24|TAKE BACK RETURN|FOB|s-- quickly final accounts|22897|0|0|22897|22897|25|
197|125|17|5|14.00|14351.68|0.09|0.01|R|F|1995-05-08|1995-05-24|1995-05-12|TAKE BACK RETURN|RAIL|use slyly slyly silent depo|13060|13060|0|13060|13060|14|
197|318|23|6|1.00|1218.31|0.07|0.05|N|O|1995-07-15|1995-06-21|1995-08-11|COLLECT COD|RAIL| even, thin dependencies sno|1133|0|0|1133|1133|1|
198|169|20|1|33.00|35282.28|0.07|0.02|N|O|1998-01-05|1998-03-20|1998-01-10|TAKE BACK RETURN|TRUCK|carefully caref|32813|0|0|32813|32813|33|
198|46|25|2|20.00|18920.80|0.03|0.00|N|O|1998-01-15|1998-03-31|1998-01-25|DELIVER IN PERSON|FOB|carefully final escapades a|18353|0|0|18353|18353|20|
198|445|8|3|15.00|20181.60|0.04|0.02|N|O|1998-04-12|1998-02-26|1998-04-15|COLLECT COD|MAIL|es. quickly pending deposits s|19374|0|0|19374|19374|15|
198|32|11|4|35.00|32621.05|0.08|0.02|N|O|1998-02-27|1998-03-23|1998-03-14|TAKE BACK RETURN|RAIL|ests nod quickly furiously sly pinto be|30011|0|0|30011|30011|35|
198|306|7|5|33.00|39807.90|0.02|0.01|N|O|1998-03-22|1998-03-12|1998-04-14|DELIVER IN PERSON|SHIP|ending foxes acr|39012|0|0|39012|39012|33|
199|397|8|1|50.00|64869.50|0.02|0.00|N|O|1996-06-12|1996-06-03|1996-07-04|DELIVER IN PERSON|MAIL|essly regular ideas boost sly|63572|0|0|63572|63572|50|
199|402|13|2|30.00|39072.00|0.08|0.05|N|O|1996-03-27|1996-05-29|1996-04-14|NONE|TRUCK|ilent packages doze quickly. thinly |35946|0|0|35946|35946|30|
224|451|2|1|16.00|21623.20|0.04|0.00|A|F|1994-08-01|1994-07-30|1994-08-27|DELIVER IN PERSON|MAIL|y unusual foxes |0|0|0|20758|20758|16|
224|326|14|2|34.00|41694.88|0.04|0.08|R|F|1994-07-13|1994-08-25|1994-07-31|COLLECT COD|TRUCK| carefully. final platelets |0|40027|0|40027|40027|34|
224|570|16|3|41.00|60293.37|0.07|0.04|A|F|1994-09-01|1994-09-15|1994-09-02|TAKE BACK RETURN|SHIP|after the furiou|0|0|0|56073|56073|41|
224|500|7|4|12.00|16806.00|0.08|0.06|R|F|1994-10-12|1994-08-29|1994-10-20|DELIVER IN PERSON|MAIL|uriously regular packages. slyly fina|0|15462|0|15462|15462|12|
224|282|15|5|45.00|53202.60|0.07|0.07|R|F|1994-08-14|1994-09-02|1994-08-27|COLLECT COD|AIR|leep furiously regular requests. furiousl|0|49478|0|49478|49478|45|
224|151|8|6|4.00|4204.60|0.02|0.00|R|F|1994-09-08|1994-08-24|1994-10-04|DELIVER IN PERSON|FOB|tructions |0|4121|0|4121|4121|4|
225|516|7|1|4.00|5666.04|0.09|0.07|N|O|1995-08-05|1995-08-19|1995-09-03|TAKE BACK RETURN|SHIP|ng the ironic packages. asymptotes among |5156|0|0|5156|5156|4|
225|392|3|2|3.00|3877.17|0.00|0.08|N|O|1995-07-25|1995-07-08|1995-08-17|DELIVER IN PERSON|REG AIR| fluffily about the carefully bold a|3877|0|0|3877|3877|3|
225|595|18|3|45.00|67301.55|0.06|0.01|N|O|1995-08-17|1995-08-20|1995-08-30|TAKE BACK RETURN|FOB|the slyly even platelets use aro|63263|0|0|63263|63263|45|
225|439|11|4|24.00|32146.32|0.00|0.06|N|O|1995-09-23|1995-08-05|1995-10-16|COLLECT COD|MAIL|ironic accounts are final account|32146|0|0|32146|32146|24|
225|23|15|5|31.00|28613.62|0.04|0.06|N|O|1995-06-21|1995-07-24|1995-07-04|TAKE BACK RETURN|FOB|special platelets. quickly r|27469|0|0|27469|27469|31|
225|396|7|6|12.00|15556.68|0.00|0.00|A|F|1995-06-04|1995-07-15|1995-06-08|COLLECT COD|MAIL| unusual requests. bus|15557|0|0|15557|15557|12|
225|424|8|7|44.00|58274.48|0.10|0.06|N|O|1995-09-22|1995-08-16|1995-10-22|NONE|REG AIR|leep slyly |52447|0|0|52447|52447|44|
226|291|8|1|4.00|4765.16|0.00|0.00|R|F|1993-03-31|1993-04-30|1993-04-10|NONE|TRUCK|c foxes integrate carefully against th|0|4765|0|4765|4765|4|
226|414|25|2|46.00|60462.86|0.06|0.01|A|F|1993-07-06|1993-04-24|1993-07-13|COLLECT COD|FOB|s. carefully bold accounts cajol|0|0|0|56835|56835|46|
226|112|23|3|35.00|35423.85|0.09|0.03|A|F|1993-03-31|1993-05-18|1993-04-01|NONE|RAIL|osits cajole. final, even foxes a|0|0|0|32236|32236|35|
226|122|6|4|45.00|45995.40|0.10|0.02|R|F|1993-04-17|1993-05-27|1993-05-11|DELIVER IN PERSON|AIR| carefully pending pi|0|41396|0|41396|41396|45|
226|354|19|5|2.00|2508.70|0.07|0.02|R|F|1993-03-26|1993-04-13|1993-04-20|TAKE BACK RETURN|SHIP|al platelets. express somas |0|2333|0|2333|2333|2|
226|249|10|6|48.00|55163.52|0.02|0.00|A|F|1993-06-11|1993-05-15|1993-06-19|NONE|REG AIR|efully silent packages. final deposit|0|0|0|54060|54060|48|
226|354|19|7|14.00|17560.90|0.09|0.00|R|F|1993-05-20|1993-06-05|1993-05-27|COLLECT COD|MAIL|ep carefully regular accounts. ironic|0|15980|0|15980|15980|14|
227|497|27|1|19.00|26552.31|0.05|0.06|N|O|1995-12-10|1996-01-30|1995-12-26|NONE|RAIL|s cajole furiously a|25225|0|0|25225|25225|19|
227|523|26|2|24.00|34164.48|0.07|0.07|N|O|1996-02-03|1995-12-24|1996-02-12|COLLECT COD|SHIP|uses across the blithe dependencies cajol|31773|0|0|31773|31773|24|
228|13|21|1|3.00|2739.03|0.10|0.08|A|F|1993-05-20|1993-04-08|1993-05-26|DELIVER IN PERSON|SHIP|ckages. sly|0|0|0|2465|2465|3|
229|251|12|1|20.00|23025.00|0.02|0.03|R|F|1994-01-11|1994-01-31|1994-01-26|DELIVER IN PERSON|REG AIR|le. instructions use across the quickly fin|0|22565|0|22565|22565|20|
229|387|28|2|29.00|37334.02|0.07|0.00|A|F|1994-03-15|1994-03-02|1994-03-26|COLLECT COD|SHIP|s, final request|0|0|0|34721|34721|29|
229|236|27|3|28.00|31814.44|0.02|0.02|R|F|1994-02-10|1994-02-02|1994-03-10|DELIVER IN PERSON|FOB| final, regular requests. platel|0|31178|0|31178|31178|28|
229|531|10|4|3.00|4294.59|0.02|0.08|R|F|1994-03-22|1994-03-24|1994-04-04|DELIVER IN PERSON|REG AIR|posits. furiously regular theodol|0|4209|0|4209|4209|3|
229|466|1|5|33.00|45093.18|0.03|0.06|R|F|1994-03-25|1994-02-11|1994-04-13|NONE|FOB| deposits; bold, ruthless theodolites|0|43740|0|43740|43740|33|
229|317|5|6|29.00|35301.99|0.04|0.00|R|F|1994-01-14|1994-02-16|1994-01-22|NONE|FOB|uriously pending |0|33890|0|33890|33890|29|
230|558|9|1|46.00|67093.30|0.09|0.00|R|F|1994-02-03|1994-01-15|1994-02-23|TAKE BACK RETURN|SHIP|old packages ha|0|61055|0|61055|61055|46|
230|585|12|2|6.00|8913.48|0.03|0.08|A|F|1994-01-26|1994-01-25|1994-02-13|NONE|REG AIR| sleep furiously about the p|0|0|0|8646|8646|6|
230|23|15|3|1.00|923.02|0.07|0.06|R|F|1994-01-22|1994-01-03|1994-02-05|TAKE BACK RETURN|RAIL|blithely unusual dolphins. bold, ex|0|858|0|858|858|1|
230|28|6|4|44.00|40832.88|0.08|0.06|R|F|1994-02-09|1994-01-18|1994-03-11|NONE|MAIL|deposits integrate slyly sile|0|37566|0|37566|37566|44|
230|57|22|5|8.00|7656.40|0.09|0.06|R|F|1993-11-03|1994-01-20|1993-11-11|TAKE BACK RETURN|TRUCK|g the instructions. fluffil|0|6967|0|6967|6967|8|
230|102|13|6|8.00|8016.80|0.00|0.05|R|F|1993-11-21|1994-01-05|1993-12-19|TAKE BACK RETURN|FOB|nal ideas. silent, reg|0|8017|0|8017|8017|8|
231|476|27|1|16.00|22023.52|0.04|0.08|R|F|1994-11-20|1994-10-29|1994-12-17|TAKE BACK RETURN|AIR|e furiously ironic pinto beans.|0|21143|0|21143|21143|16|
231|251|27|2|46.00|52957.50|0.04|0.05|R|F|1994-12-13|1994-12-02|1994-12-14|DELIVER IN PERSON|SHIP|affix blithely. bold requests among the f|0|50839|0|50839|50839|46|
231|595|22|3|50.00|74779.50|0.09|0.01|A|F|1994-12-11|1994-12-14|1994-12-13|NONE|RAIL|onic packages haggle fluffily a|0|0|0|68049|68049|50|
231|171|22|4|31.00|33206.27|0.08|0.02|A|F|1994-11-05|1994-12-27|1994-11-30|TAKE BACK RETURN|SHIP|iously special decoys wake q|0|0|0|30550|30550|31|
256|265|11|1|22.00|25635.72|0.09|0.02|R|F|1994-01-12|1993-12-28|1994-01-26|COLLECT COD|FOB|ke quickly ironic, ironic deposits. reg|0|23329|0|23329|23329|22|
256|356|3|2|40.00|50254.00|0.10|0.01|A|F|1993-11-30|1993-12-13|1993-12-02|NONE|FOB|nal theodolites. deposits cajole s|0|0|0|45229|45229|40|
256|388|7|3|45.00|57977.10|0.02|0.08|R|F|1994-01-14|1994-01-17|1994-02-10|COLLECT COD|SHIP| grouches. ideas wake quickly ar|0|56818|0|56818|56818|45|
257|439|20|1|7.00|9376.01|0.05|0.02|N|O|1998-06-18|1998-05-15|1998-06-27|COLLECT COD|FOB|ackages sleep bold realms. f|8907|0|0|8907|8907|7|
258|319|11|1|8.00|9754.48|0.00|0.07|R|F|1994-01-20|1994-03-21|1994-02-09|NONE|REG AIR|ully about the fluffily silent dependencies|0|9754|0|9754|9754|8|
258|589|8|2|40.00|59583.20|0.10|0.01|A|F|1994-03-13|1994-02-23|1994-04-05|DELIVER IN PERSON|FOB|silent frets nod daringly busy, bold|0|0|0|53625|53625|40|
258|486|7|3|45.00|62391.60|0.07|0.07|R|F|1994-03-04|1994-02-13|1994-03-30|DELIVER IN PERSON|TRUCK|regular excuses-- fluffily ruthl|0|58024|0|58024|58024|45|
258|399|30|4|31.00|40281.09|0.02|0.05|A|F|1994-04-20|1994-03-20|1994-04-28|COLLECT COD|REG AIR| slyly blithely special mul|0|0|0|39475|39475|31|
258|108|29|5|25.00|25202.50|0.08|0.02|A|F|1994-04-13|1994-02-26|1994-04-29|TAKE BACK RETURN|TRUCK|leep pending packages.|0|0|0|23186|23186|25|
258|440|12|6|36.00|48255.84|0.09|0.04|A|F|1994-01-11|1994-03-04|1994-01-18|DELIVER IN PERSON|AIR|nic asymptotes. slyly silent r|0|0|0|43913|43913|36|
259|297|28|1|14.00|16762.06|0.00|0.08|A|F|1993-12-17|1993-12-09|1993-12-31|COLLECT COD|SHIP|ons against the express acco|0|0|0|16762|16762|14|
259|486|30|2|14.00|19410.72|0.03|0.05|R|F|1993-11-10|1993-11-20|1993-11-17|DELIVER IN PERSON|FOB|ully even, regul|0|18828|0|18828|18828|14|
259|71|12|3|42.00|40784.94|0.09|0.00|R|F|1993-10-20|1993-11-18|1993-11-12|NONE|TRUCK|the slyly ironic pinto beans. fi|0|37114|0|37114|37114|42|
259|587|6|4|3.00|4462.74|0.08|0.06|R|F|1993-10-04|1993-11-07|1993-10-14|TAKE BACK RETURN|SHIP|ng slyly at the accounts.|0|4106|0|4106|4106|3|
259|577|30|5|6.00|8865.42|0.00|0.05|R|F|1993-12-05|1993-12-22|1993-12-21|COLLECT COD|TRUCK| requests sleep|0|8865|0|8865|8865|6|
260|468|19|1|50.00|68423.00|0.07|0.08|N|O|1997-03-24|1997-02-09|1997-04-20|TAKE BACK RETURN|REG AIR|c deposits |63633|0|0|63633|63633|50|
260|549|10|2|26.00|37688.04|0.02|0.07|N|O|1996-12-12|1997-02-06|1996-12-15|NONE|TRUCK|ld theodolites boost fl|36934|0|0|36934|36934|26|
260|124|8|3|27.00|27651.24|0.05|0.08|N|O|1997-03-23|1997-02-15|1997-04-22|TAKE BACK RETURN|RAIL|ions according to the|26269|0|0|26269|26269|27|
260|17|2|4|29.00|26593.29|0.10|0.06|N|O|1997-03-15|1997-01-14|1997-04-13|NONE|MAIL|fluffily even asymptotes. express wa|23934|0|0|23934|23934|29|
260|286|19|5|44.00|52196.32|0.01|0.05|N|O|1997-03-26|1997-02-03|1997-04-19|DELIVER IN PERSON|MAIL|above the blithely ironic instr|51674|0|0|51674|51674|44|
261|5|20|1|34.00|30770.00|0.05|0.08|R|F|1993-08-18|1993-09-24|1993-08-20|COLLECT COD|REG AIR|c packages. asymptotes da|0|29232|0|29232|29232|34|
261|197|18|2|20.00|21943.80|0.00|0.06|R|F|1993-10-21|1993-08-02|1993-11-04|DELIVER IN PERSON|RAIL|ites hinder |0|21944|0|21944|21944|20|
261|522|1|3|28.00|39830.56|0.08|0.03|R|F|1993-07-24|1993-08-20|1993-08-05|COLLECT COD|AIR|ironic packages nag slyly. carefully fin|0|36644|0|36644|36644|28|
261|356|15|4|49.00|61561.15|0.04|0.05|R|F|1993-09-12|1993-08-31|1993-10-07|COLLECT COD|SHIP|ions. bold accounts |0|59099|0|59099|59099|49|
261|182|12|5|49.00|53026.82|0.01|0.08|A|F|1993-09-29|1993-09-08|1993-10-01|COLLECT COD|SHIP| pinto beans haggle slyly furiously pending|0|0|0|52497|52497|49|
261|291|8|6|20.00|23825.80|0.06|0.06|A|F|1993-10-15|1993-09-05|1993-11-07|NONE|AIR|ing to the special, ironic deposi|0|0|0|22396|22396|20|
262|574|5|1|39.00|57508.23|0.01|0.05|N|O|1996-01-15|1996-02-18|1996-01-28|COLLECT COD|RAIL|usual, regular requests|56933|0|0|56933|56933|39|
262|181|11|2|33.00|35678.94|0.09|0.03|N|O|1996-03-10|1996-01-31|1996-03-27|TAKE BACK RETURN|AIR|atelets sleep furiously. requests cajole. b|32468|0|0|32468|32468|33|
262|177|4|3|35.00|37700.95|0.05|0.08|N|O|1996-03-12|1996-02-14|1996-04-11|COLLECT COD|MAIL|lites cajole along the pending packag|35816|0|0|35816|35816|35|
263|72|22|1|22.00|21385.54|0.06|0.08|R|F|1994-08-24|1994-06-20|1994-09-09|NONE|FOB|efully express fo|0|20102|0|20102|20102|22|
263|254|15|2|9.00|10388.25|0.08|0.00|A|F|1994-07-21|1994-07-16|1994-08-08|TAKE BACK RETURN|TRUCK|lms wake bl|0|0|0|9557|9557|9|
263|429|13|3|50.00|66471.00|0.06|0.04|R|F|1994-08-18|1994-07-31|1994-08-22|NONE|TRUCK|re the packages. special|0|62483|0|62483|62483|50|
288|152|9|1|31.00|32616.65|0.00|0.03|N|O|1997-03-17|1997-04-28|1997-04-06|TAKE BACK RETURN|AIR|instructions wa|32617|0|0|32617|32617|31|
288|350|9|2|49.00|61267.15|0.08|0.05|N|O|1997-04-19|1997-05-19|1997-05-18|TAKE BACK RETURN|TRUCK|ic excuses sleep always spe|56366|0|0|56366|56366|49|
288|297|28|3|36.00|43102.44|0.02|0.02|N|O|1997-02-22|1997-05-07|1997-03-07|TAKE BACK RETURN|TRUCK|yly pending excu|42240|0|0|42240|42240|36|
288|236|27|4|19.00|21588.37|0.07|0.07|N|O|1997-03-14|1997-04-04|1997-03-26|NONE|MAIL|deposits. blithely quick courts ar|20077|0|0|20077|20077|19|
288|486|23|5|31.00|42980.88|0.10|0.04|N|O|1997-05-29|1997-04-24|1997-06-20|TAKE BACK RETURN|RAIL|ns. fluffily|38683|0|0|38683|38683|31|
289|520|23|1|25.00|35513.00|0.07|0.05|N|O|1997-03-18|1997-05-05|1997-04-15|DELIVER IN PERSON|FOB|out the quickly bold theodol|33027|0|0|33027|33027|25|
289|336|1|2|6.00|7417.98|0.06|0.05|N|O|1997-02-18|1997-05-08|1997-03-19|DELIVER IN PERSON|SHIP|d packages use fluffily furiously|6973|0|0|6973|6973|6|
289|51|8|3|44.00|41846.20|0.10|0.08|N|O|1997-06-05|1997-04-20|1997-07-02|COLLECT COD|MAIL|ly ironic foxes. asymptotes |37662|0|0|37662|37662|44|
289|119|10|4|48.00|48917.28|0.01|0.08|N|O|1997-03-14|1997-03-30|1997-03-24|DELIVER IN PERSON|RAIL|sits cajole. bold pinto beans x-ray fl|48428|0|0|48428|48428|48|
289|139|1|5|13.00|13508.69|0.10|0.03|N|O|1997-06-08|1997-04-06|1997-06-18|TAKE BACK RETURN|REG AIR|ts. quickly bold deposits alongside|12158|0|0|12158|12158|13|
290|17|2|1|35.00|32095.35|0.01|0.02|R|F|1994-04-01|1994-02-05|1994-04-27|NONE|MAIL|ove the final foxes detect slyly fluffily|0|31774|0|31774|31774|35|
290|387|17|2|2.00|2574.76|0.05|0.04|A|F|1994-01-30|1994-02-13|1994-02-21|TAKE BACK RETURN|TRUCK|. permanently furious reques|0|0|0|2446|2446|2|
