15
o_orderkey|o_custkey|o_orderstatus|o_totalprice|o_orderdate|o_orderpriority|o_clerk|o_shippriority|o_comment|o_year|q3_annot|q10_annot|q18_annot|q8_annot|q9_annot|
775|400|F|72631.68|1995-03-18|1-URGENT|Clerk#000000191|0|kly express requests. fluffily silent accounts poach furiously|1995|0|0|1|1|1|
800|169|O|106401.75|1998-07-14|2-HIGH|Clerk#000000213|0|y alongside of the pending packages? final platelets nag fluffily carefu|1998|0|0|1|0|1|
801|355|F|145312.29|1992-02-18|1-URGENT|Clerk#000000186|0|iously from the furiously enticing reques|1992|1|0|1|0|1|
802|412|F|197840.63|1995-01-05|1-URGENT|Clerk#000000516|0|posits. ironic, pending requests cajole. even theodol|1995|1|0|1|1|1|
803|44|O|32493.51|1997-04-29|5-LOW|Clerk#000000260|0|ic instructions. even deposits haggle furiously at the deposits-- regular de|1997|0|0|1|0|1|
804|151|F|110627.23|1993-03-12|3-MEDIUM|Clerk#000000931|0|s. blithely final foxes are about the packag|1993|1|0|1|0|1|
805|379|O|107934.04|1995-07-05|4-NOT SPECIFIED|Clerk#000000856|0|y according to the fluffily |1995|0|0|1|1|1|
806|394|O|34384.62|1996-06-20|2-HIGH|Clerk#000000240|0| the ironic packages wake carefully fina|1996|0|0|1|1|1|
807|431|F|277158.50|1993-11-24|3-MEDIUM|Clerk#000000012|0|refully special tithes. blithely regular accoun|1993|1|0|1|0|1|
832|88|F|80162.39|1992-04-19|5-LOW|Clerk#000000495|0|xes. bravely regular packages sleep up the furiously bold accou|1992|1|0|1|0|1|
833|166|F|60588.44|1994-02-13|3-MEDIUM|Clerk#000000437|0|ts haggle quickly across the slyl|1994|1|0|1|0|1|
834|130|F|56755.48|1994-05-23|3-MEDIUM|Clerk#000000805|0| sleep. quickly even foxes are boldly. slyly express requests use slyly|1994|1|0|1|0|1|
835|196|O|79556.07|1995-10-08|4-NOT SPECIFIED|Clerk#000000416|0|s about the carefully special foxes haggle quickly about the|1995|0|0|1|1|1|
836|208|O|91224.03|1996-11-25|4-NOT SPECIFIED|Clerk#000000729|0|ely bold excuses sleep regular ideas. furiously unusual ideas wake furiou|1996|0|0|1|1|1|
837|349|F|69408.07|1994-06-15|4-NOT SPECIFIED|Clerk#000000563|0|kages sleep slyly above the ironic, final orbits|1994|1|0|1|0|1|
838|50|O|95246.51|1998-01-29|5-LOW|Clerk#000000213|0| slyly around the slyly even|1998|0|0|1|0|1|
839|85|O|93315.08|1995-08-08|1-URGENT|Clerk#000000951|0|the carefully even platelets. furiously unusual fo|1995|0|0|1|1|1|
864|415|O|90205.46|1997-08-17|1-URGENT|Clerk#000000036|0|ly after the slyly regular deposits. express, regular asymptotes nag ca|1997|0|0|1|0|1|
865|8|F|90393.71|1993-05-04|3-MEDIUM|Clerk#000000337|0|. special packages wake after the carefully final accounts. express pinto be|1993|1|0|1|0|1|
866|115|F|6018.64|1992-11-28|3-MEDIUM|Clerk#000000718|0|ins after the even, even accounts nod blithel|1992|1|0|1|0|1|
867|76|F|9472.69|1993-11-16|3-MEDIUM|Clerk#000000877|0|pades nag quickly final, |1993|1|0|1|0|1|
868|311|F|149935.33|1992-06-09|4-NOT SPECIFIED|Clerk#000000782|0|onic theodolites print carefully. blithely dogge|1992|1|0|1|0|1|
869|404|O|65481.46|1997-01-12|2-HIGH|Clerk#000000245|0|ar sheaves are slowly. slyly even attainments boost theodolites. furiously|1997|0|0|1|0|1|
870|97|F|45957.29|1993-06-20|4-NOT SPECIFIED|Clerk#000000123|0|blithely ironic ideas nod. sly, r|1993|1|0|1|0|1|
871|44|O|211460.45|1995-11-15|5-LOW|Clerk#000000882|0|oss the ironic theodolites.|1995|0|0|1|1|1|
896|5|F|212123.03|1993-03-09|1-URGENT|Clerk#000000187|0|inal packages eat blithely according to the warhorses. furiously quiet de|1993|1|0|1|0|1|
897|148|P|73550.81|1995-03-20|1-URGENT|Clerk#000000316|0| wake quickly against |1995|0|0|1|1|1|
898|161|F|132643.83|1993-06-03|2-HIGH|Clerk#000000611|0|. unusual pinto beans haggle quickly across |1993|1|0|1|0|1|
899|326|O|148296.42|1998-04-08|5-LOW|Clerk#000000575|0|rts engage carefully final theodolites.|1998|0|0|1|0|1|
900|139|F|152399.55|1994-10-01|4-NOT SPECIFIED|Clerk#000000060|0| fluffily express deposits nag furiousl|1994|1|0|1|0|1|
901|34|O|87190.68|1998-07-21|4-NOT SPECIFIED|Clerk#000000929|0|lyly even foxes are furious, silent requests. requests about the quickly |1998|0|0|1|0|1|
902|26|F|48015.08|1994-07-27|4-NOT SPECIFIED|Clerk#000000811|0|yly final requests over the furiously regula|1994|1|0|1|0|1|
903|34|O|119067.25|1995-07-07|4-NOT SPECIFIED|Clerk#000000793|0|e slyly about the final pl|1995|0|0|1|1|1|
928|197|F|263117.01|1995-03-02|5-LOW|Clerk#000000450|0|ithely express pinto beans. |1995|1|0|1|1|1|
929|248|F|138411.77|1992-10-02|2-HIGH|Clerk#000000160|0|its. furiously even foxes affix carefully finally silent accounts. express req|1992|1|0|1|0|1|
930|394|F|238706.39|1994-12-17|1-URGENT|Clerk#000000004|0| accounts nag slyly. ironic, ironic accounts wake blithel|1994|1|0|1|0|1|
931|310|F|140892.19|1992-12-07|1-URGENT|Clerk#000000881|0|ss packages haggle furiously express, regular deposits. even, e|1992|1|0|1|0|1|
932|121|O|43988.85|1997-05-16|2-HIGH|Clerk#000000218|0|ly express instructions boost furiously reg|1997|0|0|1|0|1|
933|287|F|79139.24|1992-08-05|4-NOT SPECIFIED|Clerk#000000752|0|ial courts wake permanently against the furiously regular ideas. unusual |1992|1|0|1|0|1|
934|154|O|21207.78|1996-07-03|1-URGENT|Clerk#000000229|0|ts integrate carefully. sly, regular deposits af|1996|0|0|1|1|1|
935|148|O|112696.26|1997-09-24|5-LOW|Clerk#000000180|0|iously final deposits cajole. blithely even packages |1997|0|0|1|0|1|
960|104|F|81617.36|1994-09-21|3-MEDIUM|Clerk#000000120|0|regular accounts. requests|1994|1|0|1|0|1|
961|166|P|186349.67|1995-06-04|4-NOT SPECIFIED|Clerk#000000720|0|ons nag furiously among the quickl|1995|0|0|1|1|1|
962|106|F|112352.33|1994-05-06|5-LOW|Clerk#000000463|0|ments nag deposits. fluffily ironic a|1994|1|0|1|0|1|
963|76|F|64903.53|1994-05-26|3-MEDIUM|Clerk#000000497|0|uses haggle carefully. slyly even dependencies after the packages ha|1994|1|0|1|0|1|
964|226|O|156796.48|1995-05-20|3-MEDIUM|Clerk#000000657|0|print blithely ironic, careful theodolit|1995|0|0|1|1|1|
965|206|P|46871.94|1995-05-15|5-LOW|Clerk#000000218|0|iously special packages. slyly pending requests are carefully |1995|0|0|1|1|1|
966|40|O|139054.15|1998-04-30|2-HIGH|Clerk#000000239|0|special deposits. furious|1998|0|0|1|0|1|
967|331|F|213287.52|1992-06-21|3-MEDIUM|Clerk#000000167|0|excuses engage quickly bold dep|1992|1|0|1|0|1|
992|163|O|152143.58|1997-11-11|3-MEDIUM|Clerk#000000875|0|ts. regular pinto beans thrash carefully sl|1997|0|0|1|0|1|
993|238|O|245456.95|1995-09-10|3-MEDIUM|Clerk#000000894|0|quickly express accounts among the furiously bol|1995|0|0|1|1|1|
994|4|F|48311.05|1994-04-20|5-LOW|Clerk#000000497|0|ole. slyly bold excuses nag caref|1994|1|0|1|0|1|
995|349|P|166942.23|1995-05-31|3-MEDIUM|Clerk#000000439|0|deas. blithely final deposits play. express accounts wake blithely caref|1995|0|0|1|1|1|
996|214|O|62716.01|1997-12-29|1-URGENT|Clerk#000000497|0|arefully final packages into the slyly final requests affix blit|1997|0|0|1|0|1|
997|328|O|32780.11|1997-05-19|2-HIGH|Clerk#000000651|0|ly express depths. furiously final requests haggle furiously. carefu|1997|0|0|1|0|1|
998|97|F|77026.98|1994-11-26|4-NOT SPECIFIED|Clerk#000000956|0|ronic dolphins. ironic, bold ideas haggle furiously furious|1994|1|0|1|0|1|
999|181|F|182401.42|1993-09-05|5-LOW|Clerk#000000464|0|pitaphs sleep. regular accounts use. f|1993|1|1|1|0|1|
1024|11|O|213813.64|1997-12-23|5-LOW|Clerk#000000903|0| blithely. even, express theodolites cajole slyly across|1997|0|0|1|0|1|
1025|310|F|96981.82|1995-05-05|2-HIGH|Clerk#000000376|0|ross the slyly final pa|1995|0|0|1|1|1|
1026|214|O|39344.98|1997-06-04|5-LOW|Clerk#000000223|0|s wake blithely. special acco|1997|0|0|1|0|1|
1027|385|F|141693.98|1992-06-03|3-MEDIUM|Clerk#000000241|0|equests cajole. slyly final pinto bean|1992|1|0|1|0|1|
1028|206|F|171018.37|1994-01-01|2-HIGH|Clerk#000000131|0|ts are. final, silent deposits are among the fl|1994|1|0|1|0|1|
1029|388|F|59895.22|1994-06-21|2-HIGH|Clerk#000000700|0|quests sleep. slyly even foxes wake quickly final theodolites. clo|1994|1|0|1|0|1|
1030|403|F|18534.25|1994-06-15|5-LOW|Clerk#000000422|0|ully ironic accounts sleep carefully. requests are carefully alongside of the |1994|1|0|1|0|1|
1031|11|F|166763.52|1994-09-01|3-MEDIUM|Clerk#000000448|0|s; ironic theodolites along the carefully ex|1994|1|0|1|0|1|
1056|83|F|47567.01|1995-02-11|1-URGENT|Clerk#000000125|0|t, even deposits hang about the slyly special i|1995|1|0|1|1|1|
1057|229|F|135978.91|1992-02-20|1-URGENT|Clerk#000000124|0|cuses dazzle carefully careful, ironic pinto beans. carefully even theod|1992|1|0|1|0|1|
1058|160|F|103987.02|1993-04-26|3-MEDIUM|Clerk#000000373|0|kly pending courts haggle. blithely regular sheaves integrate carefully fi|1993|1|0|1|0|1|
1059|382|F|249901.71|1994-02-27|1-URGENT|Clerk#000000104|0|en accounts. carefully bold packages cajole daringly special depende|1994|1|0|1|0|1|
1060|419|F|144696.18|1993-02-21|3-MEDIUM|Clerk#000000989|0|l platelets sleep quickly slyly special requests. furiously |1993|1|0|1|0|1|
1061|310|O|209609.14|1998-05-15|5-LOW|Clerk#000000576|0|uests sleep at the packages. fur|1998|0|0|1|0|1|
1062|316|O|50254.77|1997-01-15|1-URGENT|Clerk#000000152|0|eposits use blithely |1997|0|0|1|0|1|
1063|112|F|49295.62|1994-04-02|2-HIGH|Clerk#000000024|0|deposits nag quickly regular deposits. quickl|1994|1|0|1|0|1|
1088|442|F|56615.75|1992-05-21|5-LOW|Clerk#000000347|0|counts are blithely. platelets print. carefully |1992|1|0|1|0|1|
1089|145|O|122178.69|1996-05-04|4-NOT SPECIFIED|Clerk#000000226|0|ns haggle ruthlessly. even requests are quickly abov|1996|0|0|1|1|1|
1090|52|O|39416.55|1997-11-15|2-HIGH|Clerk#000000300|0| furiously regular platelets haggle along the slyly unusual foxes! |1997|0|0|1|0|1|
1091|250|O|38622.11|1996-08-27|1-URGENT|Clerk#000000549|0| even pinto beans haggle quickly alongside of the eve|1996|0|0|1|1|1|
1092|370|P|113083.71|1995-03-04|3-MEDIUM|Clerk#000000006|0|re quickly along the blithe|1995|1|0|1|1|1|
1093|302|O|97178.76|1997-07-31|4-NOT SPECIFIED|Clerk#000000159|0| after the carefully ironic requests. carefully ironic packages wake fluffil|1997|0|0|1|0|1|
1094|433|O|11040.02|1997-12-24|3-MEDIUM|Clerk#000000570|0|beans affix furiously about the pending, even deposits. finally pendi|1997|0|0|1|0|1|
1095|430|O|227023.71|1995-08-22|3-MEDIUM|Clerk#000000709|0|sly bold requests cajole carefully according to|1995|0|0|1|1|1|
1120|418|O|120016.95|1997-11-07|3-MEDIUM|Clerk#000000319|0|lly special requests. slyly pending platelets are quickly pending requ|1997|0|0|1|0|1|
1121|85|O|304320.44|1997-01-13|3-MEDIUM|Clerk#000000541|0|r escapades. deposits above the fluffily bold requests hag|1997|0|0|1|0|1|
1122|359|O|218720.28|1997-01-10|1-URGENT|Clerk#000000083|0|uffily carefully final theodolites. furiously express packages affix|1997|0|0|1|0|1|
1123|215|O|116053.92|1996-08-03|3-MEDIUM|Clerk#000000929|0|uriously pending requests. slyly regular instruction|1996|0|0|1|1|1|
1124|239|O|158276.57|1998-07-30|5-LOW|Clerk#000000326|0|regular pinto beans along the fluffily silent packages|1998|0|0|1|0|1|
1125|73|F|99148.06|1994-10-27|2-HIGH|Clerk#000000510|0|ithely final requests. i|1994|1|0|1|0|1|
1126|430|O|67762.25|1998-01-28|4-NOT SPECIFIED|Clerk#000000928|0|d slyly regular ideas: special ideas believe slyly. slyly ironic sheaves w|1998|0|0|1|0|1|
1127|173|O|117805.92|1995-09-19|4-NOT SPECIFIED|Clerk#000000397|0|usly silent, regular pinto beans. blithely express requests boos|1995|0|0|1|1|1|
1152|148|F|57804.47|1994-08-14|4-NOT SPECIFIED|Clerk#000000496|0|equests. deposits ab|1994|1|0|1|0|1|
1153|359|O|273643.36|1996-04-18|5-LOW|Clerk#000000059|0| across the pending deposi|1996|0|0|1|1|1|
1154|106|F|236952.87|1992-02-15|1-URGENT|Clerk#000000268|0|old asymptotes are special requests. blithely even deposits sleep furiously|1992|1|0|1|0|1|
1155|449|O|152538.99|1997-10-06|2-HIGH|Clerk#000000164|0|c deposits haggle among the ironic, even requests. carefully ironic sheaves n|1997|0|0|1|0|1|
1156|395|O|262234.55|1996-10-19|1-URGENT|Clerk#000000200|0| blithely ironic dolphins. furiously pendi|1996|0|0|1|1|1|
1157|292|O|99816.35|1998-01-14|4-NOT SPECIFIED|Clerk#000000207|0|out the regular excuses boost carefully against the furio|1998|0|0|1|0|1|
1158|424|O|39282.20|1996-06-30|2-HIGH|Clerk#000000549|0|integrate slyly furiously ironic deposit|1996|0|0|1|1|1|
1159|205|F|67123.65|1992-09-18|3-MEDIUM|Clerk#000000992|0|ts may sleep. requests according to the|1992|1|0|1|0|1|
1184|266|O|46334.64|1997-10-26|5-LOW|Clerk#000000777|0|iously even packages haggle fluffily care|1997|0|0|1|0|1|
1185|221|F|54540.61|1992-08-24|5-LOW|Clerk#000000344|0| even escapades are. package|1992|1|0|1|0|1|
1186|178|O|93746.38|1996-08-15|4-NOT SPECIFIED|Clerk#000000798|0|ingly regular pinto beans: instructi|1996|0|0|1|1|1|
1187|401|F|106555.22|1992-11-20|3-MEDIUM|Clerk#000000047|0|s after the furiously final deposits boost slyly under the|1992|1|0|1|0|1|
1188|61|O|71502.40|1996-04-11|2-HIGH|Clerk#000000256|0|ully ironic deposits. slyl|1996|0|0|1|1|1|
1189|134|F|81904.25|1994-04-09|1-URGENT|Clerk#000000243|0|f the even accounts. courts print blithely ironic accounts. sile|1994|1|0|1|0|1|
1190|37|O|36348.41|1997-03-16|5-LOW|Clerk#000000575|0|ccounts above the foxes integrate carefully after the |1997|0|0|1|0|1|
1191|331|O|31521.42|1995-11-07|3-MEDIUM|Clerk#000000011|0|uests nag furiously. carefully even requests|1995|0|0|1|1|1|
1216|367|F|77646.77|1992-12-07|5-LOW|Clerk#000000918|0|nal foxes around the e|1992|1|0|1|0|1|
1217|19|F|46023.83|1992-04-26|4-NOT SPECIFIED|Clerk#000000538|0| foxes nag quickly. ironic excuses nod. blithely pending|1992|1|0|1|0|1|
1218|25|F|116312.25|1994-06-20|4-NOT SPECIFIED|Clerk#000000994|0|s cajole. special, silent deposits about the theo|1994|1|0|1|0|1|
1219|82|O|12740.13|1995-10-05|3-MEDIUM|Clerk#000000800|0|od carefully. slyly final dependencies across the even fray|1995|0|0|1|1|1|
1220|146|O|144773.84|1996-08-29|1-URGENT|Clerk#000000712|0|inal theodolites wake. fluffily ironic asymptotes cajol|1996|0|0|1|1|1|
1221|40|F|142171.64|1992-04-19|4-NOT SPECIFIED|Clerk#000000852|0| detect against the silent, even deposits. carefully ironic|1992|1|0|1|0|1|
1222|31|F|53158.71|1993-02-05|3-MEDIUM|Clerk#000000811|0|theodolites use quickly even accounts. carefully final asympto|1993|1|0|1|0|1|
1223|28|O|32035.42|1996-05-25|4-NOT SPECIFIED|Clerk#000000238|0|posits was blithely fr|1996|0|0|1|1|1|
1248|142|F|263314.42|1992-01-02|1-URGENT|Clerk#000000890|0|t the carefully regular dugouts. s|1992|1|0|1|0|1|
1249|449|F|51445.26|1994-01-05|1-URGENT|Clerk#000000095|0|al ideas sleep above the pending pin|1994|1|0|1|0|1|
1250|109|F|12936.24|1992-09-29|4-NOT SPECIFIED|Clerk#000000652|0|ts after the fluffily pending instructions use slyly about the s|1992|1|0|1|0|1|
1251|115|O|124335.57|1997-10-30|1-URGENT|Clerk#000000276|0|, brave sauternes. deposits boost fluffily.|1997|0|0|1|0|1|
1252|449|O|109260.06|1997-08-04|5-LOW|Clerk#000000348|0|ng the slyly regular excuses. special courts nag furiously blithely e|1997|0|0|1|0|1|
1253|344|F|114461.98|1993-01-26|1-URGENT|Clerk#000000775|0| requests sleep furiously even foxes. ruthless packag|1993|1|0|1|0|1|
1254|211|O|125190.97|1995-12-22|1-URGENT|Clerk#000000607|0| pinto beans. carefully regular request|1995|0|0|1|1|1|
1255|367|F|84669.21|1994-05-30|4-NOT SPECIFIED|Clerk#000000798|0|ct slyly regular accounts. quick|1994|1|0|1|0|1|
1280|287|F|108064.10|1993-01-11|5-LOW|Clerk#000000160|0|posits thrash quickly after the theodolites. furiously iro|1993|1|0|1|0|1|
1281|184|F|197926.11|1994-12-11|1-URGENT|Clerk#000000430|0|counts. carefully pending accounts eat |1994|1|0|1|0|1|
1282|349|F|70977.84|1992-02-29|4-NOT SPECIFIED|Clerk#000000168|0|he quickly special packages. furiously final re|1992|1|0|1|0|1|
1283|349|O|250575.42|1996-08-30|4-NOT SPECIFIED|Clerk#000000260|0| pinto beans boost slyly ac|1996|0|0|1|1|1|
1284|403|O|134858.58|1996-01-07|2-HIGH|Clerk#000000492|0|s. blithely silent deposits s|1996|0|0|1|1|1|
1285|32|F|174047.23|1992-06-01|1-URGENT|Clerk#000000423|0|cial deposits cajole after the ironic requests. p|1992|1|0|1|0|1|
1286|326|F|262987.79|1993-05-14|4-NOT SPECIFIED|Clerk#000000939|0| deposits use carefully from the excuses. slyly bold p|1993|1|0|1|0|1|
1287|52|F|154531.51|1994-07-05|2-HIGH|Clerk#000000288|0|ly ironic dolphins integrate furiously among the final packages. st|1994|1|0|1|0|1|
1312|334|F|73690.65|1994-05-19|3-MEDIUM|Clerk#000000538|0|n, express accounts across the ironic|1994|1|0|1|0|1|
1313|445|F|51644.94|1994-09-13|1-URGENT|Clerk#000000774|0|ld accounts. regular deposits cajole. ironically pending theodolites use car|1994|1|0|1|0|1|
1314|427|F|67756.87|1994-05-13|3-MEDIUM|Clerk#000000485|0|ickly blithe packages nod ideas. furiously bold braids boost around the car|1994|1|0|1|0|1|
1315|65|O|152494.37|1998-03-22|5-LOW|Clerk#000000840|0|final theodolites alongside of the carefu|1998|0|0|1|0|1|
1316|49|F|197885.56|1993-12-03|1-URGENT|Clerk#000000857|0|ully bold theodolites? pending, bold pin|1993|1|0|1|0|1|
1317|298|P|176527.12|1995-05-19|2-HIGH|Clerk#000000373|0|sts. furiously special deposits lose fur|1995|0|0|1|1|1|
1318|385|O|97657.97|1998-06-27|3-MEDIUM|Clerk#000000581|0|s hang bold requests. pending, re|1998|0|0|1|0|1|
1319|94|O|34540.32|1996-09-27|2-HIGH|Clerk#000000257|0|y across the ruthlessly ironic accounts. unusu|1996|0|0|1|1|1|
1344|52|F|57896.25|1992-04-16|5-LOW|Clerk#000000178|0|omise close, silent requests. pending theodolites boost pending |1992|1|0|1|0|1|
1345|283|F|133224.08|1992-10-28|5-LOW|Clerk#000000447|0| regular tithes. quickly fluffy de|1992|1|0|1|0|1|
1346|226|F|208582.46|1992-06-18|2-HIGH|Clerk#000000374|0|ges sleep quickly-- even pint|1992|1|0|1|0|1|
1347|121|O|213544.26|1997-06-20|5-LOW|Clerk#000000977|0|he furiously even foxes use carefully express req|1997|0|0|1|0|1|
1348|53|O|114196.96|1998-04-18|5-LOW|Clerk#000000206|0|tly. quickly even deposi|1998|0|0|1|0|1|
1349|193|O|57244.06|1997-10-26|1-URGENT|Clerk#000000543|0|yly! blithely special theodolites cajole. unusual, reg|1997|0|0|1|0|1|
1350|154|F|54275.93|1993-08-24|1-URGENT|Clerk#000000635|0|iously about the blithely special a|1993|1|1|1|0|1|
1351|319|O|29873.50|1998-04-20|1-URGENT|Clerk#000000012|0| cajole. regular, special re|1998|0|0|1|0|1|
1376|139|O|31552.57|1997-05-04|4-NOT SPECIFIED|Clerk#000000730|0|der furiously final, final frets. carefull|1997|0|0|1|0|1|
1377|61|O|130391.94|1998-04-24|4-NOT SPECIFIED|Clerk#000000625|0|lly across the blithely express accounts. ironic excuses promise carefully de|1998|0|0|1|0|1|
1378|59|O|155518.41|1996-03-09|4-NOT SPECIFIED|Clerk#000000705|0| furiously even tithes cajole slyly among the quick|1996|0|0|1|1|1|
1379|193|O|98815.24|1998-05-25|5-LOW|Clerk#000000861|0|y deposits are caref|1998|0|0|1|0|1|
1380|409|O|114514.37|1996-07-07|3-MEDIUM|Clerk#000000969|0|inal deposits wake slyly daringly even requests. bold, even foxe|1996|0|0|1|1|1|
1381|380|O|71882.89|1998-05-25|3-MEDIUM|Clerk#000000107|0|even requests breach after the bold, ironic instructions. slyly even|1998|0|0|1|0|1|
1382|397|F|217650.63|1993-08-17|5-LOW|Clerk#000000241|0|fully final packages sl|1993|1|1|1|0|1|
1383|359|F|46079.99|1993-04-27|2-HIGH|Clerk#000000785|0|ts. express requests sleep blithel|1993|1|0|1|0|1|
1408|163|O|231155.96|1997-12-26|4-NOT SPECIFIED|Clerk#000000942|0|t the quickly final asymptotes. unusual|1997|0|0|1|0|1|
1409|430|F|86436.33|1992-12-31|4-NOT SPECIFIED|Clerk#000000065|0|ructions. furiously unusual excuses are regular, unusual theodolites. fin|1992|1|0|1|0|1|
1410|337|O|143075.14|1997-04-12|5-LOW|Clerk#000000123|0|iously along the bravely regular dolphins. pinto beans cajole furiously sp|1997|0|0|1|0|1|
1411|284|F|192196.41|1994-12-21|2-HIGH|Clerk#000000566|0|s. furiously special excuses across the pending pinto beans haggle sp|1994|1|0|1|0|1|
1412|160|F|95735.40|1993-03-13|4-NOT SPECIFIED|Clerk#000000083|0|uffily daring theodolit|1993|1|0|1|0|1|
1413|272|O|98277.78|1997-06-14|3-MEDIUM|Clerk#000000342|0|, ironic instructions. carefully even packages dazzle|1997|0|0|1|0|1|
1414|229|O|41613.64|1995-08-16|1-URGENT|Clerk#000000883|0|ccounts. ironic foxes haggle car|1995|0|0|1|1|1|
1415|238|F|31617.84|1994-05-29|4-NOT SPECIFIED|Clerk#000000601|0|rays. blithely final ideas affix quickl|1994|1|0|1|0|1|
