11
o_orderkey|o_custkey|o_totalprice|o_orderdate|o_shippriority|o_year|q3_annot|q10_annot|q18_annot|q8_annot|q9_annot|
1666|3106|152169.80|1995-10-18|0|1995|0|0|1|1|1|
1667|151|179224.47|1997-10-10|0|1997|0|0|1|0|1|
1668|4667|169498.25|1997-07-12|0|1997|0|0|1|0|1|
1669|61|37065.51|1997-06-09|0|1997|0|0|1|0|1|
1670|806|86502.00|1997-05-24|0|1997|0|0|1|0|1|
1671|1132|137767.47|1996-07-27|0|1996|0|0|1|1|1|
1696|113|116262.19|1998-01-08|0|1998|0|0|1|0|1|
1697|2500|133320.16|1996-10-07|0|1996|0|0|1|1|1|
1698|1304|201509.59|1997-04-23|0|1997|0|0|1|0|1|
1699|2755|81956.31|1993-12-30|0|1993|1|0|1|0|1|
1700|2140|106993.68|1996-06-15|0|1996|0|0|1|1|1|
1701|4237|112704.61|1992-05-19|0|1992|1|0|1|0|1|
1702|2156|280582.46|1995-05-07|0|1995|0|0|1|1|1|
1703|4403|142464.94|1993-01-28|0|1993|1|0|1|0|1|
1728|2080|187945.37|1996-05-22|0|1996|0|0|1|1|1|
1729|4327|12459.59|1992-05-19|0|1992|1|0|1|0|1|
1730|4069|200937.21|1998-07-24|0|1998|0|0|1|0|1|
1731|4217|248814.51|1996-01-06|0|1996|0|0|1|1|1|
1732|4813|222483.84|1993-11-29|0|1993|1|0|1|0|1|
1733|4865|246414.24|1996-05-12|0|1996|0|0|1|1|1|
1734|211|45543.35|1994-06-11|0|1994|1|0|1|0|1|
1735|679|119221.45|1992-12-27|0|1992|1|0|1|0|1|
1760|3769|101029.31|1996-05-17|0|1996|0|0|1|1|1|
1761|3461|303313.94|1993-12-24|0|1993|1|0|1|0|1|
1762|2530|277260.73|1994-08-20|0|1994|1|0|1|0|1|
1763|3974|212832.01|1996-10-29|0|1996|0|0|1|1|1|
1764|929|75914.67|1992-03-25|0|1992|1|0|1|0|1|
1765|2393|41481.52|1995-12-03|0|1995|0|0|1|1|1|
1766|4570|65677.47|1996-10-12|0|1996|0|0|1|1|1|
1767|809|235369.37|1995-03-14|0|1995|0|0|1|1|1|
1792|1555|134968.52|1993-11-09|0|1993|1|0|1|0|1|
1793|583|135347.95|1992-07-12|0|1992|1|0|1|0|1|
1794|4606|298332.11|1997-09-28|0|1997|0|0|1|0|1|
1795|3064|192888.40|1994-03-19|0|1994|1|0|1|0|1|
1796|1526|41573.09|1992-11-21|0|1992|1|0|1|0|1|
1797|4102|68802.27|1996-05-07|0|1996|0|0|1|1|1|
1798|1702|68806.61|1997-07-28|0|1997|0|0|1|0|1|
1799|1982|87498.10|1994-03-07|0|1994|1|0|1|0|1|
1824|1591|125305.91|1994-05-05|0|1994|1|0|1|0|1|
1825|4834|222514.13|1993-12-05|0|1993|1|0|1|0|1|
1826|2684|175481.13|1992-04-16|0|1992|1|0|1|0|1|
1827|3469|287758.88|1996-06-22|0|1996|0|0|1|1|1|
1828|1036|181333.60|1994-04-18|0|1994|1|0|1|0|1|
1829|3673|177476.27|1994-05-08|0|1994|1|0|1|0|1|
1830|4337|147374.16|1995-02-23|0|1995|1|0|1|1|1|
1831|2329|78127.78|1993-12-02|0|1993|1|0|1|0|1|
1856|3443|267132.80|1992-03-20|0|1992|1|0|1|0|1|
1857|4357|137184.97|1993-01-13|0|1993|1|0|1|0|1|
1858|4693|45335.14|1997-12-13|0|1997|0|0|1|0|1|
1859|1975|123645.48|1997-04-11|0|1997|0|0|1|0|1|
1860|316|14661.98|1996-04-04|0|1996|0|0|1|1|1|
1861|2260|165722.26|1994-01-03|0|1994|1|0|1|0|1|
1862|1070|152105.68|1998-02-24|0|1998|0|0|1|0|1|
1863|2413|97800.03|1993-09-23|0|1993|1|1|1|0|1|
1888|3931|323282.30|1993-10-31|0|1993|1|1|1|0|1|
1889|802|150585.79|1997-03-16|0|1997|0|0|1|0|1|
1890|313|309256.10|1996-12-18|0|1996|0|0|1|1|1|
1891|2011|98172.37|1994-12-15|0|1994|1|0|1|0|1|
1892|772|188501.47|1994-03-26|0|1994|1|0|1|0|1|
1893|4106|167250.27|1997-10-30|0|1997|0|0|1|0|1|
1894|2476|60594.67|1992-03-30|0|1992|1|0|1|0|1|
1895|215|49919.68|1994-05-30|0|1994|1|0|1|0|1|
1920|3616|177291.98|1998-06-24|0|1998|0|0|1|0|1|
1921|2842|80973.96|1994-01-18|0|1994|1|0|1|0|1|
1922|1832|15561.24|1996-07-13|0|1996|0|0|1|1|1|
1923|4438|210306.79|1997-07-07|0|1997|0|0|1|0|1|
1924|2465|249136.25|1996-09-07|0|1996|0|0|1|1|1|
1925|551|193747.87|1992-03-05|0|1992|1|0|1|0|1|
1926|3068|141642.71|1996-01-31|0|1996|0|0|1|1|1|
1927|4615|29117.95|1995-09-30|0|1995|0|0|1|1|1|
1952|2183|20789.38|1994-03-16|0|1994|1|0|1|0|1|
1953|4931|74918.44|1993-11-30|0|1993|1|0|1|0|1|
1954|1846|221864.05|1997-05-31|0|1997|0|0|1|0|1|
1955|400|122775.69|1992-04-20|0|1992|1|0|1|0|1|
1956|4150|123887.11|1992-09-20|0|1992|1|0|1|0|1|
1957|994|125225.50|1998-07-21|0|1998|0|0|1|0|1|
1958|1721|257197.13|1995-09-22|0|1995|0|0|1|1|1|
1959|1399|92285.38|1997-01-13|0|1997|0|0|1|0|1|
1984|1673|118475.34|1998-04-01|0|1998|0|0|1|0|1|
1985|193|245600.97|1994-09-02|0|1994|1|0|1|0|1|
1986|4898|36839.02|1994-05-05|0|1994|1|0|1|0|1|
1987|3241|9766.62|1994-04-30|0|1994|1|0|1|0|1|
1988|3544|161210.91|1995-10-06|0|1995|0|0|1|1|1|
1989|3833|52910.79|1994-03-16|0|1994|1|0|1|0|1|
1990|3896|60194.90|1994-12-16|0|1994|1|0|1|0|1|
1991|613|238348.56|1992-09-07|0|1992|1|0|1|0|1|
2016|248|25062.30|1996-08-16|0|1996|0|0|1|1|1|
2017|3319|94295.40|1998-05-13|0|1998|0|0|1|0|1|
2018|581|27745.04|1995-04-05|0|1995|0|0|1|1|1|
2019|4423|58627.17|1992-10-23|0|1992|1|0|1|0|1|
2020|2392|173963.96|1993-06-21|0|1993|1|0|1|0|1|
2021|2306|37433.13|1995-07-15|0|1995|0|0|1|1|1|
2022|2041|303712.64|1992-03-15|0|1992|1|0|1|0|1|
2023|3893|198188.88|1992-05-06|0|1992|1|0|1|0|1|
2048|554|38837.29|1993-11-15|0|1993|1|0|1|0|1|
2049|982|176961.65|1995-12-07|0|1995|0|0|1|1|1|
2050|901|273634.61|1994-06-02|0|1994|1|0|1|0|1|
2051|1258|126925.64|1996-03-18|0|1996|0|0|1|1|1|
2052|2950|170245.81|1992-04-13|0|1992|1|0|1|0|1|
2053|4640|160604.09|1995-02-07|0|1995|1|0|1|1|1|
2054|1324|224332.20|1992-06-08|0|1992|1|0|1|0|1|
2055|3197|75713.47|1993-09-04|0|1993|1|1|1|0|1|
2080|3118|58498.77|1993-06-18|0|1993|1|0|1|0|1|
2081|3935|236643.89|1997-07-05|0|1997|0|0|1|0|1|
2082|1603|64629.38|1995-01-10|0|1995|1|0|1|1|1|
2083|3325|58180.08|1993-07-14|0|1993|1|0|1|0|1|
2084|2639|293057.79|1993-03-17|0|1993|1|0|1|0|1|
2085|1609|59143.60|1993-11-21|0|1993|1|0|1|0|1|
2086|4631|267271.34|1994-10-19|0|1994|1|0|1|0|1|
2087|1624|74397.78|1998-01-31|0|1998|0|0|1|0|1|
2112|2089|22528.48|1997-02-05|0|1997|0|0|1|0|1|
2113|1052|76265.82|1997-11-08|0|1997|0|0|1|0|1|
2114|2593|127022.94|1995-01-16|0|1995|1|0|1|1|1|
2115|3436|167852.50|1998-05-23|0|1998|0|0|1|0|1|
2116|733|80592.26|1994-08-26|0|1994|1|0|1|0|1|
2117|724|232573.56|1997-04-26|0|1997|0|0|1|0|1|
2118|4394|47754.80|1996-10-09|0|1996|0|0|1|1|1|
2119|2047|43592.25|1996-08-20|0|1996|0|0|1|1|1|
2144|4444|151665.25|1994-03-29|0|1994|1|0|1|0|1|
2145|4405|24751.90|1992-10-03|0|1992|1|0|1|0|1|
2146|3880|296125.65|1992-09-14|0|1992|1|0|1|0|1|
2147|3259|155445.61|1992-09-06|0|1992|1|0|1|0|1|
2148|4232|33387.42|1995-04-19|0|1995|0|0|1|1|1|
2149|3322|162360.48|1993-03-13|0|1993|1|0|1|0|1|
2150|2696|233291.18|1994-06-03|0|1994|1|0|1|0|1|
2151|1912|174319.65|1996-11-11|0|1996|0|0|1|1|1|
2176|3413|94994.61|1992-11-10|0|1992|1|0|1|0|1|
2177|4453|274192.14|1997-01-20|0|1997|0|0|1|0|1|
2178|265|101266.01|1996-12-12|0|1996|0|0|1|1|1|
2179|1354|97760.82|1996-09-07|0|1996|0|0|1|1|1|
2180|2473|306915.86|1996-09-14|0|1996|0|0|1|1|1|
2181|2443|176791.32|1995-09-13|0|1995|0|0|1|1|1|
2182|745|150351.07|1994-04-05|0|1994|1|0|1|0|1|
2183|3697|72426.49|1996-06-22|0|1996|0|0|1|1|1|
2208|2231|374515.41|1995-05-01|0|1995|0|0|1|1|1|
2209|2939|194386.84|1992-07-10|0|1992|1|0|1|0|1|
2210|1048|47613.74|1992-01-16|0|1992|1|0|1|0|1|
2211|3035|192560.31|1994-06-30|0|1994|1|0|1|0|1|
2212|3836|21991.16|1994-03-23|0|1994|1|0|1|0|1|
2213|4001|215938.49|1993-01-15|0|1993|1|0|1|0|1|
2214|3766|204440.86|1998-05-05|0|1998|0|0|1|0|1|
2215|1277|155992.04|1996-06-16|0|1996|0|0|1|1|1|
2240|1828|276792.72|1992-03-06|0|1992|1|0|1|0|1|
2241|3343|209765.01|1993-05-11|0|1993|1|0|1|0|1|
2242|2687|13769.46|1997-07-20|0|1997|0|0|1|0|1|
2243|1579|11144.64|1995-06-10|0|1995|0|0|1|1|1|
2244|4183|25773.48|1993-01-09|0|1993|1|0|1|0|1|
2245|1864|221680.55|1993-04-28|0|1993|1|0|1|0|1|
2246|3707|121346.39|1996-05-27|0|1996|0|0|1|1|1|
2247|3124|19877.29|1992-08-02|0|1992|1|0|1|0|1|
2272|4561|190565.31|1993-04-13|0|1993|1|0|1|0|1|
2273|4432|173672.91|1996-12-14|0|1996|0|0|1|1|1|
2274|3433|79167.54|1993-09-04|0|1993|1|1|1|0|1|
2275|4895|48564.77|1992-10-22|0|1992|1|0|1|0|1|
2276|1366|173561.94|1996-04-29|0|1996|0|0|1|1|1|
2277|2929|98555.14|1995-01-02|0|1995|1|0|1|1|1|
2278|4639|140297.52|1998-04-25|0|1998|0|0|1|0|1|
2279|2621|223381.56|1993-02-23|0|1993|1|0|1|0|1|
2304|1483|139980.47|1994-01-07|0|1994|1|0|1|0|1|
2305|1385|177625.49|1993-01-26|0|1993|1|0|1|0|1|
2306|883|360412.80|1995-07-26|0|1995|0|0|1|1|1|
2307|3434|81875.86|1993-06-29|0|1993|1|0|1|0|1|
2308|790|104806.73|1992-10-25|0|1992|1|0|1|0|1|
2309|3284|202258.00|1995-09-04|0|1995|0|0|1|1|1|
2310|1003|130422.27|1996-09-20|0|1996|0|0|1|1|1|
2311|2363|219125.00|1995-05-02|0|1995|0|0|1|1|1|
2336|4666|25458.64|1996-01-07|0|1996|0|0|1|1|1|
2337|4625|66763.66|1997-06-18|0|1997|0|0|1|0|1|
2338|4600|46924.47|1997-09-15|0|1997|0|0|1|0|1|
2339|3577|102858.36|1993-12-15|0|1993|1|0|1|0|1|
2340|2128|37877.82|1996-01-12|0|1996|0|0|1|1|1|
2341|2690|72665.57|1993-05-30|0|1993|1|0|1|0|1|
2342|1204|162714.81|1996-06-09|0|1996|0|0|1|1|1|
2343|2344|118734.40|1995-08-21|0|1995|0|0|1|1|1|
2368|424|140360.69|1993-08-20|0|1993|1|1|1|0|1|
2369|3619|113172.11|1996-12-24|0|1996|0|0|1|1|1|
2370|4633|77832.40|1994-01-17|0|1994|1|0|1|0|1|
2371|616|251238.78|1998-01-07|0|1998|0|0|1|0|1|
2372|961|142289.51|1997-11-21|0|1997|0|0|1|0|1|
2373|866|76105.44|1994-03-12|0|1994|1|0|1|0|1|
2374|128|157567.79|1993-10-29|0|1993|1|1|1|0|1|
2375|160|159432.44|1996-11-20|0|1996|0|0|1|1|1|
2400|1202|135870.71|1998-07-25|0|1998|0|0|1|0|1|
2401|4870|124839.54|1997-07-29|0|1997|0|0|1|0|1|
2402|2170|124640.11|1996-09-06|0|1996|0|0|1|1|1|
2403|1795|134926.06|1998-04-11|0|1998|0|0|1|0|1|
2404|2531|172699.26|1997-03-13|0|1997|0|0|1|0|1|
2405|2353|196600.75|1996-12-23|0|1996|0|0|1|1|1|
2406|220|277911.64|1996-10-28|0|1996|0|0|1|1|1|
2407|1768|141913.06|1998-06-19|0|1998|0|0|1|0|1|
2432|3364|93432.86|1996-07-13|0|1996|0|0|1|1|1|
2433|988|223475.10|1994-08-22|0|1994|1|0|1|0|1|
2434|782|148699.77|1997-04-27|0|1997|0|0|1|0|1|
2435|2354|173003.07|1993-02-21|0|1993|1|0|1|0|1|
2436|4126|85295.17|1995-09-11|0|1995|0|0|1|1|1|
2437|2785|177262.60|1993-04-21|0|1993|1|0|1|0|1|
2438|415|260986.11|1993-07-15|0|1993|1|0|1|0|1|
2439|1783|52560.12|1997-03-15|0|1997|0|0|1|0|1|
2464|4780|40474.79|1997-11-23|0|1997|0|0|1|0|1|
2465|1069|263505.13|1995-06-24|0|1995|0|0|1|1|1|
2466|593|208815.20|1994-03-06|0|1994|1|0|1|0|1|
2467|1129|9032.66|1995-07-16|0|1995|0|0|1|1|1|
2468|3658|203722.89|1997-06-09|0|1997|0|0|1|0|1|
2469|4057|288701.72|1996-11-26|0|1996|0|0|1|1|1|
2470|1856|126484.98|1997-04-19|0|1997|0|0|1|0|1|
2471|2917|59278.98|1998-03-12|0|1998|0|0|1|0|1|
2496|4426|210348.89|1994-01-09|0|1994|1|0|1|0|1|
2497|1549|242961.90|1992-08-27|0|1992|1|0|1|0|1|
2498|3164|69710.40|1993-11-08|0|1993|1|0|1|0|1|
2499|3994|199202.29|1995-09-24|0|1995|0|0|1|1|1|
2500|4385|166224.73|1992-08-15|0|1992|1|0|1|0|1|
2501|2192|121157.02|1997-05-25|0|1997|0|0|1|0|1|
2502|2290|39583.88|1993-05-28|0|1993|1|0|1|0|1|
2503|217|240214.89|1993-06-20|0|1993|1|0|1|0|1|
2528|1816|117282.27|1994-11-20|0|1994|1|0|1|0|1|
2529|4450|4837.41|1996-08-20|0|1996|0|0|1|1|1|
2530|4195|66132.02|1994-03-21|0|1994|1|0|1|0|1|
2531|1432|219566.81|1996-05-06|0|1996|0|0|1|1|1|
2532|3088|166749.37|1995-10-11|0|1995|0|0|1|1|1|
2533|1636|203147.80|1997-03-24|0|1997|0|0|1|0|1|
2534|2483|295156.61|1996-07-17|0|1996|0|0|1|1|1|
2535|3965|90160.38|1993-05-25|0|1993|1|0|1|0|1|
2560|4316|206693.53|1992-09-05|0|1992|1|0|1|0|1|
2561|1885|214367.70|1997-11-14|0|1997|0|0|1|0|1|
2562|271|196551.31|1992-08-01|0|1992|1|0|1|0|1|
2563|2018|274892.25|1993-11-19|0|1993|1|0|1|0|1|
2564|2512|6172.70|1994-09-09|0|1994|1|0|1|0|1|
2565|1826|300468.06|1998-02-28|0|1998|0|0|1|0|1|
2566|2821|153645.00|1992-10-10|0|1992|1|0|1|0|1|
2567|2290|374728.21|1998-02-27|0|1998|0|0|1|0|1|
2592|3319|14121.01|1993-03-05|0|1993|1|0|1|0|1|
2593|3013|178105.99|1993-09-04|0|1993|1|1|1|0|1|
2594|2561|126989.13|1992-12-17|0|1992|1|0|1|0|1|
2595|2432|251217.15|1995-12-14|0|1995|0|0|1|1|1|
2596|1397|103228.33|1996-08-17|0|1996|0|0|1|1|1|
2597|3415|37224.40|1993-02-04|0|1993|1|0|1|0|1|
2598|3695|133974.69|1996-03-05|0|1996|0|0|1|1|1|
2599|4894|78312.91|1996-11-07|0|1996|0|0|1|1|1|
2624|1690|27640.12|1996-11-28|0|1996|0|0|1|1|1|
2625|1256|65906.01|1992-10-14|0|1992|1|0|1|0|1|
2626|4523|111124.90|1995-09-08|0|1995|0|0|1|1|1|
2627|4898|31559.42|1992-03-24|0|1992|1|0|1|0|1|
2628|1823|231207.56|1993-10-22|0|1993|1|1|1|0|1|
2629|4528|108693.72|1998-04-06|0|1998|0|0|1|0|1|
2630|2771|202816.94|1992-10-24|0|1992|1|0|1|0|1|
2631|1156|70649.21|1993-09-24|0|1993|1|1|1|0|1|
2656|2527|148022.48|1993-05-04|0|1993|1|0|1|0|1|
2657|812|214155.96|1995-10-17|0|1995|0|0|1|1|1|
2658|442|226290.47|1995-09-23|0|1995|0|0|1|1|1|
2659|2708|107093.65|1993-12-18|0|1993|1|0|1|0|1|
2660|4166|26356.77|1995-08-05|0|1995|0|0|1|1|1|
2661|2440|148109.29|1997-01-04|0|1997|0|0|1|0|1|
2662|1216|131873.75|1996-08-21|0|1996|0|0|1|1|1|
2663|3103|56839.80|1995-09-06|0|1995|0|0|1|1|1|
2688|3214|306587.80|1992-01-24|0|1992|1|0|1|0|1|
2689|3343|50000.46|1992-04-09|0|1992|1|0|1|0|1|
2690|3086|320279.50|1996-03-31|0|1996|0|0|1|1|1|
2691|194|44209.91|1992-04-30|0|1992|1|0|1|0|1|
2692|2038|39310.81|1997-12-02|0|1997|0|0|1|0|1|
2693|562|84480.40|1996-09-04|0|1996|0|0|1|1|1|
2694|3931|120391.02|1996-03-14|0|1996|0|0|1|1|1|
2695|1858|217898.04|1996-08-20|0|1996|0|0|1|1|1|
2720|989|267310.69|1993-06-08|0|1993|1|0|1|0|1|
2721|2551|51142.21|1996-01-27|0|1996|0|0|1|1|1|
2722|1144|60790.06|1994-04-09|0|1994|1|0|1|0|1|
2723|1952|135314.92|1995-10-06|0|1995|0|0|1|1|1|
2724|4516|161768.11|1994-09-14|0|1994|1|0|1|0|1|
2725|2917|99044.75|1994-05-21|0|1994|1|0|1|0|1|
2726|187|48867.06|1992-11-27|0|1992|1|0|1|0|1|
2727|2437|5543.08|1998-04-19|0|1998|0|0|1|0|1|
2752|1918|247421.90|1993-11-19|0|1993|1|0|1|0|1|
2753|508|249288.20|1993-11-30|0|1993|1|0|1|0|1|
2754|4744|42294.49|1994-04-03|0|1994|1|0|1|0|1|
2755|3883|143379.24|1992-02-07|0|1992|1|0|1|0|1|
2756|3847|213508.15|1994-04-18|0|1994|1|0|1|0|1|
2757|2492|134848.13|1995-07-20|0|1995|0|0|1|1|1|
2758|1360|67149.18|1998-07-12|0|1998|0|0|1|0|1|
2759|3820|151810.71|1993-11-25|0|1993|1|0|1|0|1|
2784|3109|150041.73|1998-01-07|0|1998|0|0|1|0|1|
2785|4819|176675.85|1995-07-21|0|1995|0|0|1|1|1|
2786|2600|250617.61|1992-03-22|0|1992|1|0|1|0|1|
2787|3394|3886.04|1995-09-30|0|1995|0|0|1|1|1|
2788|4072|27433.83|1994-09-22|0|1994|1|0|1|0|1|
2789|1189|323948.47|1998-03-14|0|1998|0|0|1|0|1|
2790|821|234012.08|1994-08-19|0|1994|1|0|1|0|1|
2791|3983|236305.54|1994-10-10|0|1994|1|0|1|0|1|
2816|1871|78444.53|1994-09-20|0|1994|1|0|1|0|1|
2817|1304|111337.38|1994-04-19|0|1994|1|0|1|0|1|
2818|1591|179685.13|1994-12-12|0|1994|1|0|1|0|1|
2819|3361|78473.28|1994-05-05|0|1994|1|0|1|0|1|
2820|598|188388.62|1994-05-20|0|1994|1|0|1|0|1|
2821|3847|47319.98|1993-08-09|0|1993|1|1|1|0|1|
2822|2600|71831.98|1993-07-26|0|1993|1|0|1|0|1|
2823|2575|237780.21|1995-09-09|0|1995|0|0|1|1|1|
2848|2273|127982.72|1992-03-10|0|1992|1|0|1|0|1|
2849|1502|266521.83|1996-04-30|0|1996|0|0|1|1|1|
2850|3272|159314.16|1996-10-02|0|1996|0|0|1|1|1|
2851|4768|13278.61|1997-09-07|0|1997|0|0|1|0|1|
2852|2941|115751.89|1993-01-16|0|1993|1|0|1|0|1|
2853|3064|141312.02|1994-05-05|0|1994|1|0|1|0|1|
2854|4564|238222.52|1994-06-27|0|1994|1|0|1|0|1|
2855|1585|50081.78|1993-04-04|0|1993|1|0|1|0|1|
2880|260|214724.94|1992-03-15|0|1992|1|0|1|0|1|
2881|3253|60461.21|1992-05-10|0|1992|1|0|1|0|1|
2882|3964|248664.78|1995-08-22|0|1995|0|0|1|1|1|
2883|3986|183001.23|1995-01-23|0|1995|1|0|1|1|1|
2884|3016|104281.01|1997-10-12|0|1997|0|0|1|0|1|
2885|199|196990.47|1992-09-19|0|1992|1|0|1|0|1|
2886|3547|99040.52|1994-11-13|0|1994|1|0|1|0|1|
2887|3547|40098.13|1997-05-26|0|1997|0|0|1|0|1|
2912|3037|39904.12|1992-03-12|0|1992|1|0|1|0|1|
2913|1393|169731.75|1997-07-12|0|1997|0|0|1|0|1|
2914|3532|75845.93|1993-03-03|0|1993|1|0|1|0|1|
2915|3053|139458.29|1994-03-31|0|1994|1|0|1|0|1|
2916|244|33375.37|1995-12-27|0|1995|0|0|1|1|1|
2917|2995|129733.96|1997-12-09|0|1997|0|0|1|0|1|
2918|3877|32427.57|1996-09-08|0|1996|0|0|1|1|1|
2919|1735|208854.10|1993-12-10|0|1993|1|0|1|0|1|
2944|448|237734.82|1997-09-24|0|1997|0|0|1|0|1|
2945|931|304614.17|1996-01-03|0|1996|0|0|1|1|1|
2946|4097|111785.96|1996-02-05|0|1996|0|0|1|1|1|
2947|2296|54201.91|1995-04-26|0|1995|0|0|1|1|1|
2948|1444|135711.53|1994-08-23|0|1994|1|0|1|0|1|
2949|4496|137384.12|1994-04-12|0|1994|1|0|1|0|1|
2950|4438|211957.63|1997-07-06|0|1997|0|0|1|0|1|
2951|2431|154015.77|1996-02-06|0|1996|0|0|1|1|1|
2976|925|197670.27|1993-12-10|0|1993|1|0|1|0|1|
2977|2347|31274.51|1996-08-27|0|1996|0|0|1|1|1|
2978|1444|215011.78|1995-05-03|0|1995|0|0|1|1|1|
2979|4387|142172.62|1996-03-23|0|1996|0|0|1|1|1|
2980|124|266794.83|1996-09-14|0|1996|0|0|1|1|1|
2981|1564|52579.69|1998-07-29|0|1998|0|0|1|0|1|
2982|2783|74674.22|1995-03-19|0|1995|0|0|1|1|1|
2983|2020|72667.62|1992-01-07|0|1992|1|0|1|0|1|
3008|1298|252542.42|1995-11-08|0|1995|0|0|1|1|1|
3009|1796|128192.00|1997-02-28|0|1997|0|0|1|0|1|
3010|247|204025.35|1996-01-26|0|1996|0|0|1|1|1|
3011|2962|45341.22|1992-01-14|0|1992|1|0|1|0|1|
3012|1036|107349.42|1993-05-05|0|1993|1|0|1|0|1|
3013|4694|238822.27|1997-02-05|0|1997|0|0|1|0|1|
3014|949|278982.06|1992-10-30|0|1992|1|0|1|0|1|
3015|3352|154205.79|1992-09-27|0|1992|1|0|1|0|1|
3040|3652|172777.37|1993-04-12|0|1993|1|0|1|0|1|
3041|3715|34269.50|1997-06-03|0|1997|0|0|1|0|1|
3042|656|145942.86|1994-11-21|0|1994|1|0|1|0|1|
3043|1430|131551.30|1992-04-25|0|1992|1|0|1|0|1|
3044|1741|81103.77|1996-04-03|0|1996|0|0|1|1|1|
3045|1645|126419.23|1995-09-27|0|1995|0|0|1|1|1|
3046|1036|169211.81|1995-11-30|0|1995|0|0|1|1|1|
3047|811|53869.96|1997-03-21|0|1997|0|0|1|0|1|
3072|742|134486.07|1994-01-30|0|1994|1|0|1|0|1|
3073|4463|241896.89|1994-01-08|0|1994|1|0|1|0|1|
3074|2167|110748.18|1992-11-01|0|1992|1|0|1|0|1|
3075|4129|50210.48|1994-05-07|0|1994|1|0|1|0|1|
3076|3016|138013.98|1993-07-23|0|1993|1|0|1|0|1|
3077|3985|163997.32|1997-08-06|0|1997|0|0|1|0|1|
3078|1558|61309.82|1993-02-12|0|1993|1|0|1|0|1|
3079|3253|217545.39|1997-09-12|0|1997|0|0|1|0|1|
3104|2272|147303.01|1993-09-16|0|1993|1|1|1|0|1|
3105|4504|208513.35|1996-11-13|0|1996|0|0|1|1|1|
3106|4768|195398.80|1997-01-12|0|1997|0|0|1|0|1|
3107|836|170571.33|1997-08-21|0|1997|0|0|1|0|1|
3108|2783|88924.90|1993-08-05|0|1993|1|1|1|0|1|
3109|4030|338145.44|1993-07-24|0|1993|1|0|1|0|1|
3110|2881|165546.91|1994-12-17|0|1994|1|0|1|0|1|
3111|4381|242378.79|1995-08-25|0|1995|0|0|1|1|1|
3136|758|200095.86|1994-08-10|0|1994|1|0|1|0|1|
3137|4426|10054.76|1995-07-26|0|1995|0|0|1|1|1|
3138|4586|189755.91|1994-02-09|0|1994|1|0|1|0|1|
3139|544|52276.56|1992-01-02|0|1992|1|0|1|0|1|
3140|4781|72963.19|1992-04-09|0|1992|1|0|1|0|1|
3141|829|171966.08|1995-11-10|0|1995|0|0|1|1|1|
3142|239|28896.94|1992-06-28|0|1992|1|0|1|0|1|
3143|3523|149304.74|1993-02-17|0|1993|1|0|1|0|1|
3168|4480|115191.34|1992-01-30|0|1992|1|0|1|0|1|
3169|595|177167.02|1993-12-21|0|1993|1|0|1|0|1|
3170|140|296987.41|1997-11-09|0|1997|0|0|1|0|1|
3171|1534|122462.19|1993-04-06|0|1993|1|0|1|0|1|
3172|2912|166338.28|1992-06-03|0|1992|1|0|1|0|1|
3173|4825|83229.46|1996-08-10|0|1996|0|0|1|1|1|
3174|4166|111150.89|1995-11-15|0|1995|0|0|1|1|1|
3175|1447|289544.89|1994-07-15|0|1994|1|0|1|0|1|
3200|403|184955.13|1996-02-07|0|1996|0|0|1|1|1|
3201|3142|159039.04|1993-07-02|0|1993|1|0|1|0|1|
3202|2861|60529.60|1992-12-24|0|1992|1|0|1|0|1|
3203|4153|64178.94|1997-11-05|0|1997|0|0|1|0|1|
3204|290|52747.00|1992-12-26|0|1992|1|0|1|0|1|
3205|4826|216976.66|1992-04-11|0|1992|1|0|1|0|1|
3206|3998|82578.96|1996-08-09|0|1996|0|0|1|1|1|
3207|674|194248.46|1998-02-16|0|1998|0|0|1|0|1|
3232|2671|76419.61|1992-10-09|0|1992|1|0|1|0|1|
3233|4609|75391.20|1994-10-24|0|1994|1|0|1|0|1|
3234|460|238453.16|1996-04-05|0|1996|0|0|1|1|1|
3235|1477|137862.56|1995-11-15|0|1995|0|0|1|1|1|
3236|4636|49233.80|1996-11-06|0|1996|0|0|1|1|1|
3237|599|14468.42|1992-06-03|0|1992|1|0|1|0|1|
3238|2009|59573.32|1993-02-21|0|1993|1|0|1|0|1|
3239|1130|220201.05|1998-01-12|0|1998|0|0|1|0|1|
3264|3049|215903.08|1996-11-02|0|1996|0|0|1|1|1|
3265|1723|53737.36|1992-06-27|0|1992|1|0|1|0|1|
3266|118|78106.36|1995-03-17|0|1995|0|0|1|1|1|
3267|3694|30956.74|1997-01-07|0|1997|0|0|1|0|1|
3268|4666|48852.26|1994-06-25|0|1994|1|0|1|0|1|
3269|553|272735.48|1996-03-01|0|1996|0|0|1|1|1|
3270|1249|211368.72|1997-05-28|0|1997|0|0|1|0|1|
3271|1091|125070.63|1992-01-01|0|1992|1|0|1|0|1|
3296|4849|258315.34|1994-10-19|0|1994|1|0|1|0|1|
3297|4568|12190.37|1992-11-03|0|1992|1|0|1|0|1|
3298|3824|91251.69|1996-04-17|0|1996|0|0|1|1|1|
3299|2942|36727.31|1993-12-26|0|1993|1|0|1|0|1|
3300|3850|44458.50|1995-07-15|0|1995|0|0|1|1|1|
